user_id,lifecycle_stage,segment_id,segment_name,activeness,gamification_propensity,social_propensity,ai_tutor_propensity,leaderboard_propensity,churn_risk,rfm_score,rfm_segment,engagement_intensity,streak_consistency,feature_diversity
U0039,paid,3,Core Feature Fans,0.42286207250259106,0.01603206412825651,0.0,0.0,0.4047961090720768,0.37606999054099854,1.4000000000000001,Lost,0.6896551724137931,0.022988505747126436,0.0
U0040,trial,4,Engaged Socialites,0.21096223240306458,0.6002004008016032,1.0,0.0,0.6035711873184572,0.5287418094943315,3.0,Promising,0.24390243902439024,0.012195121951219513,0.5
U0041,paid,5,Passive Explorers,0.34065333739334364,0.11022044088176353,0.0,0.0,0.285875871593374,0.6339058699044193,2.4000000000000004,At Risk,1.794871794871795,0.02564102564102564,0.0
U0042,trial,1,Social Gamifiers,0.45072071703756045,0.4549098196392785,1.0,0.0,0.18524689829096394,0.661482463394485,3.1,Promising,2.7222222222222223,0.0,0.5
U0043,inactive,4,Engaged Socialites,0.25215836873010433,0.6700066800267201,1.0,1.0,0.3872351444461957,0.5848751915278949,2.1,At Risk,0.5932203389830508,0.0847457627118644,1.0
U0044,trial,2,Casual Solo Users,0.43376026166176723,0.3957915831663326,0.0,1.0,0.2890500101326248,0.6546374600242162,3.1999999999999997,Promising,5.176470588235294,0.29411764705882354,0.5
U0045,paid,1,Social Gamifiers,0.3395877264555669,0.8363393453573814,1.0,1.0,0.2850284839341604,0.7366728960415535,3.3000000000000003,Promising,1.7857142857142858,0.14285714285714285,1.0
U0046,trial,3,Core Feature Fans,0.39253793826537847,0.5267201068804276,0.0,1.0,0.4057463241088919,0.6283070242748154,2.5999999999999996,Needs Attention,1.032258064516129,0.0967741935483871,0.5
U0047,paid,5,Passive Explorers,0.32631755792902273,0.14829659318637275,0.0,0.0,0.334438915283751,0.6978264865191821,3.4,Promising,1.75,0.125,0.0
U0048,paid,2,Casual Solo Users,0.17021839476338196,0.36305945223780894,0.0,1.0,0.2840332350093445,0.6468051333547368,2.1,At Risk,0.25,0.016666666666666666,0.5
U0049,trial,2,Casual Solo Users,0.1541469462380606,0.5407481629926519,0.0,1.0,0.43887550381662205,0.716022470555036,2.2,At Risk,0.15555555555555556,0.044444444444444446,0.5
U0050,inactive,0,Low Activity Risks,0.33650480700659097,0.30060120240480964,0.0,0.0,0.4080918391089295,0.7810758392003008,4.6,Champions,18.666666666666668,1.0,0.0
U0051,churned,4,Engaged Socialites,0.21441511434763416,0.5587842351369405,1.0,0.0,0.5936156958110977,0.6926275271361003,2.5999999999999996,Needs Attention,0.6486486486486487,0.1891891891891892,0.5
U0052,inactive,3,Core Feature Fans,0.3732807535468168,0.6646626586506347,0.0,1.0,0.6219660294371514,0.5845421861697822,2.9,Needs Attention,0.46511627906976744,0.09302325581395349,0.5
U0053,churned,4,Engaged Socialites,0.3091876753253975,0.4826319305277221,1.0,0.0,0.36203267959139257,0.6442746288473147,2.3,At Risk,0.8,0.05,0.5
U0054,paid,2,Casual Solo Users,0.2785960584189356,0.572812291249165,0.0,1.0,0.6394789579158316,0.4498636415443833,3.1,Promising,0.3333333333333333,0.022222222222222223,0.5
U0055,inactive,3,Core Feature Fans,0.47957551992534525,0.343687374749499,0.0,1.0,0.24593456576073494,0.48246745400223956,2.5,Needs Attention,0.9818181818181818,0.01818181818181818,0.5
U0056,trial,3,Core Feature Fans,0.3056811971863103,0.4422177688710755,0.0,1.0,0.4976484804815624,0.4463785157307671,1.7000000000000002,Lost,0.27586206896551724,0.022988505747126436,0.5
U0057,trial,1,Social Gamifiers,0.34081838783992086,0.6910487641950568,1.0,1.0,0.30003752824000063,0.6210408821896645,2.1,At Risk,1.1538461538461537,0.10256410256410256,1.0
U0058,trial,1,Social Gamifiers,0.47896724012267305,0.4168336673346693,1.0,0.0,0.16926812426350826,0.6530451878412898,2.6,Needs Attention,3.2,0.06666666666666667,0.5
U0059,trial,0,Low Activity Risks,0.41827348464856123,0.4832999331997328,0.0,1.0,0.3945358882559125,0.7107380368704378,3.1999999999999997,Promising,12.0,1.75,0.5
U0060,trial,1,Social Gamifiers,0.43126701936882816,0.6356045424181697,1.0,0.0,0.6539566023432632,0.37953766071912864,3.8,Potential Loyalist,0.46511627906976744,0.011627906976744186,0.5
U0061,trial,5,Passive Explorers,0.29151529865254316,0.11823647294589179,0.0,0.0,0.34145744672866335,0.7101972037871975,2.3,At Risk,1.28,0.16,0.0
U0062,churned,3,Core Feature Fans,0.44447777303487185,0.5110220440881763,0.0,1.0,0.28929919764622875,0.6779941872429066,3.6999999999999997,Potential Loyalist,3.230769230769231,0.15384615384615385,0.5
U0063,trial,4,Engaged Socialites,0.23131444799299997,0.4318637274549098,1.0,0.0,0.43523451397176377,0.5165304801403702,2.5,Needs Attention,0.34146341463414637,0.012195121951219513,0.5
U0064,trial,1,Social Gamifiers,0.34987908225849224,0.7658650634602538,1.0,1.0,0.45238191739283806,0.6283704229853302,3.2,Promising,1.6363636363636365,0.21212121212121213,1.0
U0065,paid,2,Casual Solo Users,0.285886139677709,0.44255177020708086,0.0,1.0,0.332064878821313,0.7476172523635873,3.1,Promising,3.0,0.3125,0.5
U0066,trial,5,Passive Explorers,0.23547754787723799,0.10053440213760856,0.0,0.0,0.38742578790539883,0.6714794287204657,2.4000000000000004,At Risk,0.5952380952380952,0.09523809523809523,0.0
U0067,churned,4,Engaged Socialites,0.3285786505752743,0.5040080160320641,1.0,0.0,0.5474537089159593,0.5134911075271757,3.1999999999999997,Promising,1.0606060606060606,0.06060606060606061,0.5
U0068,trial,1,Social Gamifiers,0.40980287531808074,0.7792251169004677,1.0,1.0,0.4148056412450369,0.5158204024687261,3.2,Promising,1.309090909090909,0.05454545454545454,1.0
U0069,inactive,4,Engaged Socialites,0.27168631034159757,0.5283901135604543,1.0,0.0,0.5152814993282445,0.6454988520929137,3.0,Promising,0.8333333333333334,0.11904761904761904,0.5
U0070,churned,1,Social Gamifiers,0.40359583382982533,0.79124916499666,1.0,1.0,0.3148446706146375,0.613161648638275,3.1,Promising,2.1176470588235294,0.058823529411764705,1.0
U0071,trial,5,Passive Explorers,0.29539104419008566,0.1843687374749499,0.0,0.0,0.39298296968468777,0.6908504798689273,2.1999999999999997,At Risk,0.3333333333333333,0.1,0.0
U0072,trial,2,Casual Solo Users,0.45225853455517123,0.3643954575818303,0.0,1.0,0.24267261113988278,0.6605597728839185,3.5,Potential Loyalist,10.0,0.38461538461538464,0.5
U0073,churned,2,Casual Solo Users,0.37788962869211695,0.3770875083500334,0.0,1.0,0.2553646619080858,0.7051811164017512,3.5,Potential Loyalist,3.076923076923077,0.38461538461538464,0.5
U0074,paid,2,Casual Solo Users,0.3103995725905631,0.5370741482965932,0.0,1.0,0.36741122694827855,0.732909192615875,2.5,Needs Attention,1.6666666666666667,0.16666666666666666,0.5
U0075,paid,1,Social Gamifiers,0.3973984922744112,0.9702738810955244,1.0,1.0,0.4863787500093821,0.6253906918693959,3.7,Potential Loyalist,1.5,0.0625,1.0
U0076,churned,2,Casual Solo Users,0.2925655961167633,0.6369405477621911,0.0,1.0,0.44592931180713485,0.6670138338193037,4.1,Loyal,1.2307692307692308,0.0,0.5
U0077,trial,5,Passive Explorers,0.21535886330840295,0.017368069472277887,0.0,0.0,0.2859073953149745,0.6707846820149582,1.3,Lost,0.13043478260869565,0.06521739130434782,0.0
U0078,trial,2,Casual Solo Users,0.4000007042597287,0.4986639946559786,0.0,1.0,0.3368662418469899,0.6365953221250138,3.4,Promising,2.896551724137931,0.06896551724137931,0.5
U0079,trial,3,Core Feature Fans,0.5520701963776077,0.4094856379425518,0.0,1.0,0.3046167240848739,0.41343873323726515,2.5,Needs Attention,1.2580645161290323,0.0,0.5
U0080,churned,2,Casual Solo Users,0.356360553854206,0.5467601870407481,0.0,1.0,0.47522460651640364,0.52660919960237,2.7,Needs Attention,0.8870967741935484,0.016129032258064516,0.5
U0081,paid,2,Casual Solo Users,0.29151706226255386,0.4038076152304609,0.0,1.0,0.3135454429458167,0.5867918903020422,2.4000000000000004,At Risk,0.9649122807017544,0.017543859649122806,0.5
U0082,trial,1,Social Gamifiers,0.48781289066818134,0.5991983967935872,1.0,0.0,0.3887115054078194,0.6392271592161125,4.4,Loyal,2.5,0.125,0.5
U0083,trial,5,Passive Explorers,0.22175118308805253,0.2638610554442218,0.0,0.0,0.5698535648075177,0.6243960986578068,2.5,Needs Attention,0.2857142857142857,0.05357142857142857,0.0
U0084,trial,5,Passive Explorers,0.3865987596400506,0.16800267201068805,0.0,0.0,0.2350438705125607,0.7297428718755441,3.3000000000000003,Promising,4.5,0.1,0.0
U0085,trial,2,Casual Solo Users,0.3672995016283158,0.49832999331997324,0.0,1.0,0.34027755886304445,0.6519607245549254,3.0,Promising,2.5,0.06666666666666667,0.5
U0086,paid,3,Core Feature Fans,0.4703307742284266,0.6179024716098864,0.0,1.0,0.541123445392658,0.5986525992927313,2.8,Needs Attention,1.44,0.2,0.5
U0087,paid,2,Casual Solo Users,0.275106824902654,0.5571142284569138,0.0,1.0,0.7346423183445543,0.46046781995202457,2.7,Needs Attention,0.4166666666666667,0.07142857142857142,0.5
U0088,churned,5,Passive Explorers,0.2901895991445648,0.2882431529726119,0.0,0.0,0.46989109304751825,0.7918436873217718,3.8,Potential Loyalist,7.2,1.0,0.0
U0089,paid,5,Passive Explorers,0.29375413900252195,0.07748830995323981,0.0,0.0,0.517188684485075,0.530130495321891,1.2999999999999998,Lost,0.3230769230769231,0.09230769230769231,0.0
U0090,trial,3,Core Feature Fans,0.4045106886459779,0.3567134268537074,0.0,1.0,0.2364887077525838,0.5530382676634771,2.9,Needs Attention,1.1428571428571428,0.02040816326530612,0.5
U0091,paid,2,Casual Solo Users,0.29308161946033867,0.5724782899131596,0.0,1.0,0.2799689266172795,0.8156403900259244,3.5,Potential Loyalist,4.0,0.3333333333333333,0.5
U0092,churned,5,Passive Explorers,0.31089239472337443,0.06279225116900468,0.0,0.0,0.4609195919929747,0.6006986057191669,1.7,Lost,0.8,0.15555555555555556,0.0
U0093,paid,2,Casual Solo Users,0.25117359870794126,0.5544422177688711,1.0,0.0,0.3364646896789834,0.7897213726901289,2.8,Needs Attention,1.4285714285714286,0.14285714285714285,0.5
U0094,churned,3,Core Feature Fans,0.45446620989016395,0.002338009352037408,0.0,0.0,0.17761890822844192,0.5996606995978165,2.4,At Risk,1.6666666666666667,0.06666666666666667,0.0
U0095,paid,3,Core Feature Fans,0.49965932159267484,0.4438877755511022,0.0,1.0,0.46149077180578385,0.40658738576779935,2.5,Needs Attention,0.9705882352941176,0.04411764705882353,0.5
U0096,paid,5,Passive Explorers,0.3154815250663039,0.2040748162992652,0.0,0.0,0.4010785616176173,0.7256047019814942,2.9,Needs Attention,1.3333333333333333,0.2222222222222222,0.0
U0097,paid,1,Social Gamifiers,0.3373268234361446,0.6716766867067469,1.0,1.0,0.3668077728490689,0.5252634804063984,1.4000000000000001,Lost,0.3225806451612903,0.06451612903225806,1.0
U0098,trial,2,Casual Solo Users,0.26175728196566656,0.22211088844355378,0.0,0.0,0.42360901578437776,0.6854988223099617,2.2,At Risk,0.10810810810810811,0.05405405405405406,0.0
U0099,trial,1,Social Gamifiers,0.4230350885827579,0.5564462257849031,1.0,0.0,0.3463338662343413,0.6440512872758772,2.5,Needs Attention,0.72,0.04,0.5
U0100,trial,5,Passive Explorers,0.3870661997618537,0.03072812291249165,0.0,0.0,0.3067580854593081,0.5592496418450155,2.1,At Risk,1.1458333333333333,0.0625,0.0
U0101,paid,4,Engaged Socialites,0.2570407165230724,0.4205076820307281,1.0,0.0,0.39354138989589665,0.5691798254053055,1.7000000000000002,Lost,0.6153846153846154,0.03076923076923077,0.5
U0102,trial,2,Casual Solo Users,0.40437801587958644,0.5163660654642618,0.0,1.0,0.511122619771378,0.5233306372807588,2.7,Needs Attention,1.4150943396226414,0.07547169811320754,0.5
U0103,paid,4,Engaged Socialites,0.32571839485735893,0.7201068804275218,1.0,1.0,0.5122417118881958,0.45563279287281866,2.2,At Risk,0.7974683544303798,0.06329113924050633,1.0
U0104,inactive,4,Engaged Socialites,0.3097167604069388,0.783567134268537,1.0,1.0,0.4198967222835184,0.5077869650324324,2.9,Needs Attention,0.4383561643835616,0.0136986301369863,1.0
U0105,trial,2,Casual Solo Users,0.3399099336047993,0.39111556446225787,0.0,1.0,0.34355002139109675,0.710947656858397,2.3,At Risk,2.933333333333333,0.4666666666666667,0.5
U0106,paid,1,Social Gamifiers,0.4842127327118484,0.7722110888443554,1.0,1.0,0.3853197030765651,0.4967064029260825,2.8000000000000003,Needs Attention,1.346938775510204,0.061224489795918366,1.0
U0107,churned,3,Core Feature Fans,0.3196923708052884,0.6459585838343354,0.0,1.0,0.6718012804635488,0.4379718115593802,2.2,At Risk,0.20454545454545456,0.011363636363636364,0.5
U0108,trial,5,Passive Explorers,0.3652617883760818,0.0056780227120908485,0.0,0.0,0.5232810189667726,0.4659493099530743,2.2,At Risk,1.1323529411764706,0.11764705882352941,0.0
U0109,trial,2,Casual Solo Users,0.25865883157541364,0.4953239812959252,0.0,1.0,0.2698558165019177,0.7937408712675178,2.5,Needs Attention,2.25,0.16666666666666666,0.5
U0110,trial,4,Engaged Socialites,0.2733351459531698,0.45557782231128924,1.0,0.0,0.4394729533974316,0.5806797634919278,3.2,Promising,0.6101694915254238,0.05084745762711865,0.5
U0111,trial,5,Passive Explorers,0.3228173042998271,0.11690046760187041,0.0,0.0,0.35173192827602767,0.6446074897605294,1.6,Lost,0.8918918918918919,0.08108108108108109,0.0
U0112,inactive,4,Engaged Socialites,0.23860506885211089,0.8426853707414829,1.0,1.0,0.6007378051984118,0.5802412140078824,2.7,Needs Attention,0.2459016393442623,0.09836065573770492,1.0
U0113,churned,2,Casual Solo Users,0.251862165659895,0.624248496993988,0.0,1.0,0.5148852011138382,0.6659039771998078,2.5,Needs Attention,0.5581395348837209,0.046511627906976744,0.5
U0114,paid,3,Core Feature Fans,0.44063297360726095,0.4782899131596527,0.0,1.0,0.5367168794517875,0.4292372371122392,2.8,Needs Attention,0.8,0.05714285714285714,0.5
U0115,churned,4,Engaged Socialites,0.2099956986021263,0.644622578490314,1.0,0.0,0.48694467586859114,0.7123004531791497,2.5,Needs Attention,0.3076923076923077,0.02564102564102564,0.5
U0116,churned,2,Casual Solo Users,0.1867223725594934,0.4231796927187708,0.0,1.0,0.4291722020820667,0.6411580658260061,2.8000000000000003,Needs Attention,0.32142857142857145,0.07142857142857142,0.5
U0117,trial,1,Social Gamifiers,0.26718049196586174,0.9572478289913159,1.0,1.0,0.5894575668190313,0.5716065984375042,3.4000000000000004,Promising,0.38095238095238093,0.031746031746031744,1.0
U0118,churned,5,Passive Explorers,0.38370720167585537,0.02237808951235805,0.0,0.0,0.29091741535505466,0.5697756789944868,1.3,Lost,0.391304347826087,0.06521739130434782,0.0
U0119,paid,3,Core Feature Fans,0.34818450734640166,0.34301937207748834,0.0,1.0,0.5688620687067018,0.3953446147410952,1.0,Lost,0.18181818181818182,0.07954545454545454,0.5
U0120,churned,5,Passive Explorers,0.2980014666680159,0.10521042084168336,0.0,0.0,0.27599693769561595,0.7658799710630202,2.6,Needs Attention,3.272727272727273,0.36363636363636365,0.0
U0121,churned,2,Casual Solo Users,0.2731004236708659,0.6072144288577155,0.0,1.0,0.635678848333371,0.5637993202655656,3.8,Potential Loyalist,0.6451612903225806,0.06451612903225806,0.5
U0122,trial,5,Passive Explorers,0.3294711525340764,0.2458249832999332,0.0,0.0,0.697135844723154,0.4618917765646606,2.7,Needs Attention,0.5194805194805194,0.06493506493506493,0.0
U0123,trial,5,Passive Explorers,0.4806458717155042,0.05444221776887107,0.0,0.0,0.14432985821830926,0.6137401365451656,3.1999999999999997,Promising,2.8,0.0,0.0
U0124,trial,3,Core Feature Fans,0.3932616209670636,0.3089512358049432,0.0,0.0,0.671123520449138,0.45766004869635757,2.6,Needs Attention,0.5070422535211268,0.04225352112676056,0.0
U0125,paid,2,Casual Solo Users,0.23069386297742409,0.43987975951903807,0.0,1.0,0.33089099547409423,0.6445624056178009,1.6,Lost,0.11538461538461539,0.019230769230769232,0.5
U0126,churned,5,Passive Explorers,0.23861992626311893,0.3376753507014028,0.0,1.0,0.1822446390909159,0.8270408101995754,2.5999999999999996,Needs Attention,5.0,1.25,0.5
U0127,churned,5,Passive Explorers,0.2373335886685453,0.09285237140948564,0.0,0.0,0.34341416916229467,0.610791336160575,2.8000000000000003,Needs Attention,0.11864406779661017,0.01694915254237288,0.0
U0128,trial,1,Social Gamifiers,0.43130351523208255,0.8106212424849698,1.0,1.0,0.5432055121478913,0.42632427383947386,2.8,Needs Attention,0.875,0.05555555555555555,1.0
U0129,paid,1,Social Gamifiers,0.33984554652960286,0.889445557782231,1.0,1.0,0.42727327313803637,0.7024756508056424,3.7,Potential Loyalist,2.4,0.2,1.0
U0130,paid,4,Engaged Socialites,0.2612131227237761,0.5447561790247161,1.0,0.0,0.47696591685243145,0.5794423391316917,3.1,Promising,0.3333333333333333,0.015873015873015872,0.5
U0131,trial,2,Casual Solo Users,0.3322554948998349,0.42084168336673344,0.0,1.0,0.5193435560259095,0.549582873272865,2.8000000000000003,Needs Attention,0.9074074074074074,0.12962962962962962,0.5
U0132,trial,4,Engaged Socialites,0.27062082815276095,0.894121576486306,1.0,1.0,0.6341964828533472,0.5142232477891946,1.9,Lost,0.24324324324324326,0.05405405405405406,1.0
U0133,trial,5,Passive Explorers,0.17505948520287132,0.17401469605878425,0.0,0.0,0.41708585710747337,0.6566664365378516,1.9,Lost,0.21052631578947367,0.017543859649122806,0.0
U0134,inactive,3,Core Feature Fans,0.48244547836907303,0.6549766199064796,0.0,1.0,0.688309953239813,0.33180930872323705,3.8,Potential Loyalist,0.5,0.011111111111111112,0.5
U0135,trial,3,Core Feature Fans,0.309372298587286,0.3904475617902472,0.0,1.0,0.24026029587264416,0.6441638548901816,1.3,Lost,0.12195121951219512,0.024390243902439025,0.5
U0136,paid,0,Low Activity Risks,0.3163952358052638,0.11923847695390782,0.0,0.0,0.2933957803246943,0.7846309436232248,3.3000000000000003,Promising,15.0,1.6666666666666667,0.0
U0137,paid,4,Engaged Socialites,0.2832194711247427,0.33734134936539745,1.0,0.0,0.12273460779236374,0.8002810832826012,3.4,Promising,9.333333333333334,0.5,0.5
U0138,trial,2,Casual Solo Users,0.22325280111893617,0.5751503006012024,0.0,1.0,0.29013157400944206,0.8490270427328936,3.0999999999999996,Promising,5.4,0.2,0.5
U0139,inactive,3,Core Feature Fans,0.48443562832668435,0.22444889779559118,0.0,0.0,0.3727635045371642,0.6795513889614362,4.7,Champions,9.6,0.8,0.0
U0140,inactive,5,Passive Explorers,0.2802212758522267,0.07715430861723448,0.0,0.0,0.5089895146097438,0.58080340470143,2.8000000000000003,Needs Attention,0.7777777777777778,0.12962962962962962,0.0
U0141,trial,2,Casual Solo Users,0.3356975362326606,0.49198396793587174,0.0,1.0,0.3642686121306283,0.6028367974093398,3.1,Promising,0.8936170212765957,0.02127659574468085,0.5
U0142,paid,4,Engaged Socialites,0.2855893543924342,0.8236472945891783,1.0,1.0,0.5790780061996652,0.4541783022581565,2.4000000000000004,At Risk,0.45977011494252873,0.034482758620689655,1.0
U0143,trial,3,Core Feature Fans,0.46509911724326414,0.386439545758183,0.0,1.0,0.29954815999039275,0.5124298913561691,1.3,Lost,0.6122448979591837,0.04081632653061224,0.5
U0144,trial,4,Engaged Socialites,0.48578956776346977,0.5464261857047429,1.0,0.0,0.2763887325212222,0.6744837061504287,4.4,Loyal,14.0,0.1111111111111111,0.5
U0145,trial,5,Passive Explorers,0.3594743556598905,0.1867067468269873,0.0,0.0,0.35786779551612585,0.6949536844764062,3.0,Promising,2.75,0.15,0.0
U0146,paid,1,Social Gamifiers,0.5492098295245992,0.7535070140280561,1.0,1.0,0.37822611515165167,0.4108996342001341,3.2,Promising,1.9672131147540983,0.03278688524590164,1.0
U0147,paid,5,Passive Explorers,0.4166568925169513,0.19104876419505679,0.0,0.0,0.4517229214984275,0.5925590559791909,3.5,Potential Loyalist,2.057142857142857,0.11428571428571428,0.0
U0148,trial,4,Engaged Socialites,0.3108147438336899,0.5447561790247161,1.0,0.0,0.4282767782756524,0.6050005154019137,3.0,Promising,1.0,0.02,0.5
